Date,Close,High,Low,Open,Volume,daily_return,sma_10,sma_20,volatility_10,momentum_10,rsi_14,target_return,target_direction,ticker
2021-06-08,123.65386199951172,125.331988404536,123.13676876123085,123.51727161368726,74403800,0.006671741983906632,122.4489517211914,122.53188209533691,0.00933510813808606,-0.00283254206237904,43.86971243273718,0.003077267835335462,1,AAPL
2021-06-09,124.03437805175781,124.63928371308171,123.43923097435068,124.1124318358548,56877900,0.003077267835335462,122.47139053344726,122.59139633178711,0.009377297510688354,0.0018123587820895182,45.18608245344125,-0.008023406399804589,0,AAPL
2021-06-10,123.03919982910156,125.06855324831824,122.8733411455855,123.92703729774797,71186400,-0.008023406399804589,122.3991912841797,122.75432929992675,0.009736345389413467,-0.005833755146755659,42.3863332549465,0.009832830594467934,1,AAPL
2021-06-11,124.2490234375,124.33683580636276,123.02946096276283,123.44899075181716,53522400,0.009832830594467934,122.60115051269531,122.87043190002441,0.009258232386579824,0.016522962318617607,46.70920648758895,0.0245777734003505,1,AAPL
2021-06-14,127.30278778076172,127.36132438958391,123.97582567545629,124.70756306020407,96906500,0.0245777734003505,123.1738525390625,123.01824264526367,0.011337655646943766,0.04710659353120539,55.737075288875914,-0.006437557709891739,0,AAPL
2021-06-15,126.48326873779297,127.41989931286103,126.23935623136502,126.77596672295411,62746300,-0.006437557709891739,123.6968017578125,123.18263931274414,0.011667964514200069,0.0431284891595185,53.13555917429879,0.003933729491027993,1,AAPL
2021-06-16,126.98081970214844,127.70280593735949,125.331983991057,127.19546385620482,91815000,0.003933729491027993,124.19340667724609,123.4411849975586,0.011647207352054914,0.040700393679123925,54.523381019865646,0.012600977070506891,1,AAPL
2021-06-17,128.58090209960938,129.32240559947226,126.49301177385304,126.63936820067508,96721700,0.012600977070506891,124.99831619262696,123.78754005432128,0.010380487001383982,0.0667798430784996,58.75362595687431,-0.01009152123766921,0,AAPL
2021-06-18,127.2833251953125,128.30774594363172,127.06868097120527,127.527237732958,108953300,-0.01009152123766921,125.4441909790039,123.94120597839355,0.010569641115758163,0.03630175621719367,54.33927716614916,0.014103461669408013,1,AAPL
2021-06-21,129.07846069335938,129.18578275784907,126.06370663710283,127.12716125698881,79663300,0.014103461669408013,126.06860275268555,124.27633972167969,0.010970144937464257,0.05083364787505307,58.93594018039599,0.012698471242135634,1,AAPL
2021-06-22,130.71755981445312,130.81513075216756,128.4150256244004,128.9126165646152,74783600,0.012698471242135634,126.77497253417968,124.61196212768554,0.011233089234904112,0.057124765055613924,62.63473791252686,-0.002089484569681721,0,AAPL
2021-06-23,130.44442749023438,131.04934073165782,129.98587070972775,130.51273014944366,60214200,-0.002089484569681721,127.41597747802734,124.94368400573731,0.011479528660075598,0.05167961930523601,61.63840910832424,-0.0021691918146230504,0,AAPL
2021-06-24,130.16146850585938,131.36151382298493,129.69314579268672,131.17613794325877,68711000,-0.0021691918146230504,128.12820434570312,125.26369781494141,0.010868318467446385,0.057886175191731226,60.56359310155214,-0.002248934440700623,0,AAPL
2021-06-25,129.86874389648438,130.62974954026467,129.57604598259172,130.21022727723152,70783700,-0.002248934440700623,128.69017639160157,125.64566345214844,0.01102771050685846,0.04522949399124432,59.40945258924284,0.012546119304746028,1,AAPL
2021-06-28,131.4980926513672,131.95664929646315,130.10292043684166,130.1614570490265,62111300,0.012546119304746028,129.1097068786621,126.1417797088623,0.00907589195897929,0.03295532598885842,63.570819037029516,0.01150042023198572,1,AAPL
2021-06-29,133.0103759765625,133.16648356087228,131.07859300425446,131.51763255879192,64556100,0.01150042023198572,129.76241760253907,126.72960968017578,0.008705989843400888,0.051604511046442036,66.95688793054848,0.0046213316373306945,1,AAPL
2021-06-30,133.62506103515625,134.06410065786974,132.56159097823922,132.85428902246187,63261400,0.0046213316373306945,130.42684173583984,127.31012420654297,0.008698656902503765,0.05232476328781632,68.2487363942537,0.002262810297111395,1,AAPL
2021-07-01,133.92742919921875,133.98596579520182,132.45418872656262,133.27374573202133,52485800,0.002262810297111395,130.96149444580078,127.97990531921387,0.008320470764853512,0.041581035848290426,68.89299018939849,0.01959663523171984,1,AAPL
2021-07-02,136.5519561767578,136.59097561940857,134.3957635112395,134.5421050302235,78852600,0.01959663523171984,131.88835754394532,128.6662742614746,0.007978354745107705,0.0728188941263348,73.85237570940943,0.014718514294615348,1,AAPL
2021-07-06,138.56179809570312,139.66427232062847,136.65928383502748,136.65928383502748,108181800,0.014718514294615348,132.8366912841797,129.45264701843263,0.008040623911560432,0.07346955759623208,76.89081012504997,0.01795549416096809,1,AAPL
2021-07-07,141.04974365234375,141.36194394640904,139.18624836793538,140.04481034204434,104911600,0.01795549416096809,133.86990966796876,130.32244110107422,0.008596774594528997,0.07904204953455851,79.99049553982479,-0.009199752137532546,0,AAPL
2021-07-08,139.7521209716797,140.55214628534262,137.24469315334258,138.13253828734636,105575500,-0.009199752137532546,134.8006790161133,131.10832824707032,0.009714921340879973,0.0713537071726742,74.38624222371448,0.01305488331161464,1,AAPL
2021-07-09,141.57656860351562,142.10341304013653,139.17646311232951,139.27403406481795,99890800,0.01305488331161464,135.94218902587892,132.03519668579102,0.00931006554769386,0.08769953373061701,76.84283115181704,-0.00420365146348034,0,AAPL
2021-07-12,140.98143005371094,142.75712026323748,140.49360503622404,142.64979816390084,76299700,-0.00420365146348034,137.05345764160157,132.87181701660157,0.009577065854921317,0.08556859659845673,74.33820659023392,0.007888858956557554,1,AAPL
2021-07-13,142.09361267089844,143.8693021577807,140.13256225808664,140.52281615836105,100827100,0.007888858956557554,138.11300964355468,133.6113582611084,0.00945935814541197,0.08057546543752925,75.9179120526621,0.024100950071448857,1,AAPL
2021-07-14,145.51820373535156,145.92798987044893,144.08399692422722,144.49378305932458,127050800,0.024100950071448857,139.3637924194336,134.56310501098633,0.010754703590675109,0.09403648149218857,80.00042196415231,-0.004492443440228366,0,AAPL
2021-07-15,144.86447143554688,146.3474632313837,143.50831887175875,145.6059747770822,106820300,-0.004492443440228366,140.48773345947265,135.45728759765626,0.011532519702435958,0.08411154549395183,77.30626012193835,-0.014075550899436018,0,AAPL
2021-07-16,142.82542419433594,146.11336042052585,142.3278479795718,144.84502714125577,93251400,-0.014075550899436018,141.37753295898438,136.16951370239258,0.013458614325306196,0.0664389292643055,69.45000281881464,-0.026914575713977262,0,AAPL
2021-07-19,138.98133850097656,140.56190161268026,138.2203326975493,140.24968646910114,121434600,-0.026914575713977262,141.62047119140624,136.7544143676758,0.016200448665876353,0.017790900930588327,57.57156051409867,0.025974055916808014,1,AAPL
2021-07-20,142.59124755859375,143.518127007473,139.47893643261804,139.96676145319105,96350000,0.025974055916808014,142.0234161376953,137.4300537109375,0.017527896875650872,0.029080522324829605,63.828250338747786,-0.00513169806717273,0,AAPL
2021-07-21,141.85951232910156,142.57174758950413,141.10827250404336,141.98635160042446,74993500,-0.00513169806717273,142.1043930053711,137.9871513366699,0.016847709896760772,0.005741014877373329,61.83765507652367,0.009628688257006024,1,AAPL
2021-07-22,143.22543334960938,144.59133749363102,142.25953442025497,142.3863736933565,77338200,0.009628688257006024,142.45172424316405,138.62620162963867,0.016669563980941528,0.02485337863769188,64.08905753850736,0.011988913347386276,1,AAPL
2021-07-23,144.9425506591797,145.09865822031367,143.34248537564744,143.95714959308972,71447400,0.011988913347386276,142.78832244873047,139.3652557373047,0.016598414929191705,0.023774993905174124,66.74508741406282,0.0028944236497594478,1,AAPL
2021-07-26,145.36207580566406,146.1816181027515,144.10347916841854,144.65960672609336,72434100,0.0028944236497594478,143.22638702392578,140.13992233276366,0.01643194867653876,0.03107250189109445,67.37988369359618,-0.01490020048393692,0,AAPL
2021-07-27,143.19615173339844,145.5767400665626,142.00585756681636,145.48892025406204,104818600,-0.01490020048393692,143.33664093017578,140.72482528686524,0.017266368953238957,0.007759244358531259,60.91483839346922,-0.012196064085652658,0,AAPL
2021-07-28,141.44972229003906,143.39127100475073,139.06913408549428,141.28386358886817,118931200,-0.012196064085652658,142.92979278564454,141.14679260253905,0.015581861675704892,-0.02795857384765199,56.22992746355199,0.004552079498177486,1,AAPL
2021-07-29,142.09361267089844,142.98145741433956,141.05942643666242,141.16674849232268,56699500,0.004552079498177486,142.6527069091797,141.57022018432616,0.015729502340625107,-0.01912724864275117,57.526920280313,0.0015110209168636146,1,AAPL
2021-07-30,142.30831909179688,142.7668758133756,140.60093147786202,140.86436116386733,70440600,0.0015110209168636146,142.6009963989258,141.98926467895507,0.015141171525319835,-0.003620539588494176,57.974113251576924,-0.0023310378222145545,0,AAPL
2021-08-02,141.97659301757812,143.37176538004852,141.71316334757606,142.79613544954273,62880000,-0.0023310378222145545,142.90052185058593,142.2604965209961,0.01200301245164255,0.02155148704788523,56.97597151557391,0.012644098421228822,1,AAPL
2021-08-03,143.77175903320312,144.43519376937195,141.64483467000184,142.25949882463198,64786600,0.012644098421228822,143.01857299804686,142.5209945678711,0.009561085913512448,0.008278989733393471,60.8992807406298,-0.0027820389788995037,0,AAPL
2021-08-04,143.3717803955078,144.19132291330385,142.71809660960577,143.68399557594776,56368300,-0.0027820389788995037,143.1697998046875,142.6370964050293,0.009425219632112654,0.01066032190282673,59.59530246058449,0.0007484025405244399,1,AAPL
2021-08-05,143.4790802001953,144.24008597517638,142.61075233452527,143.40102641721816,46397700,0.0007484025405244399,143.1951644897461,142.82344436645508,0.008938242359190768,0.0017709623539192698,59.84370648754465,-0.004767072793972593,0,AAPL
2021-08-06,142.79510498046875,143.74290453377364,142.29678337483543,143.0003050001657,54126800,-0.004767072793972593,142.980419921875,142.88437118530274,0.008007502873584852,-0.014815840268745384,57.420342390808045,-0.0003421590858090351,0,AAPL
2021-08-09,142.74624633789062,143.34228507821692,142.18930041536296,142.8537292225246,48908700,-0.0003421590858090351,142.71883697509764,142.9726119995117,0.007876158500435864,-0.017995267701532813,57.24202205861098,-0.003353921927248038,0,AAPL
2021-08-10,142.26748657226562,144.32919310328901,141.9743500451473,143.0882569205625,69023100,-0.003353921927248038,142.62597045898437,142.98130569458007,0.006458897285642975,-0.00648526618831069,55.42564189543083,0.0017857828518084151,1,AAPL
2021-08-11,142.52154541015625,143.3618622586966,142.19909668704307,142.7071990606952,48493500,0.0017857828518084151,142.7331527709961,142.83147277832032,0.005033397703500361,0.0075774140999687045,56.21955559156219,0.020773333424693785,1,AAPL
2021-08-12,145.48219299316406,145.63853447846216,142.50199865892714,142.8439937943236,72282600,0.020773333424693785,143.07201080322267,142.86235885620118,0.008080464764154626,0.023847520367533237,64.21776470371594,0.001410168589876415,1,AAPL
2021-08-13,145.68734741210938,146.01956178212575,144.87634298445295,145.56031813141018,59375000,0.001410168589876415,143.4099136352539,143.00545501708984,0.008081744663960487,0.023744418751322938,64.69902292270616,0.013548404935772362,1,AAPL
2021-08-16,147.6611785888672,147.72958359375073,143.1176132012858,145.14022753378313,103296000,0.013548404935772362,143.9783721923828,143.43944702148437,0.008597163405250364,0.040038892682720206,69.01671761158934,-0.006154618474933149,0,AAPL
2021-08-17,146.75238037109375,148.20826698185215,145.67755174409092,146.79145827137637,92229700,-0.006154618474933149,144.27643432617188,143.6475036621094,0.00854399144998145,0.020731619046284733,65.07041036887261,-0.025500948057117112,0,AAPL
2021-08-18,143.0100555419922,147.27026274921596,142.80485554411644,146.37132185900873,86326000,-0.025500948057117112,144.24026184082032,143.7050308227539,0.012214534445929074,-0.002522985015027124,51.908141175761585,0.002323227354801727,1,AAPL
2021-08-19,143.34230041503906,144.61254875765684,141.19265740190144,141.71052547158095,86960300,0.002323227354801727,144.2265838623047,143.71087417602538,0.012238039286244765,-0.0009533082102659574,52.82057496008104,0.01015671463765333,1,AAPL
2021-08-20,144.79818725585938,145.10108950161558,143.42045616108942,144.06535347049768,60549600,0.01015671463765333,144.42689208984376,143.7036560058594,0.01250296654287322,0.01402766765474639,56.69757682340612,0.010257132782843792,1,AAPL
2021-08-23,146.2834014892578,146.75241093803115,144.50505101044897,144.91543614181833,60131800,0.010257132782843792,144.78060760498047,143.74972229003907,0.012779007700436058,0.024779321643207952,60.28319344702926,-0.0006012415575578078,0,AAPL
2021-08-24,146.19544982910156,147.40707372149436,145.73620613091066,146.02934262692168,48606400,-0.0006012415575578078,145.17340393066405,143.89968719482422,0.012667473128999674,0.027609704448111616,59.96652836152431,-0.008421088887300088,0,AAPL
2021-08-25,144.96432495117188,146.87947087329786,144.41714466186295,146.3811342523207,58991300,-0.008421088887300088,145.4176818847656,144.07541732788087,0.01315989650421648,0.017139721113643924,55.56646012556751,-0.005527251430521463,0,AAPL
2021-08-26,144.16307067871094,145.70690913613237,144.13375851701343,144.95454377317253,48597200,-0.005527251430521463,145.2857696533203,144.17889022827148,0.011460444635864037,-0.009067242439183665,52.8485415281589,0.007184581584570804,1,AAPL
2021-08-27,145.19882202148438,145.34538283026907,143.46932993010927,144.10444664756716,55802400,0.007184581584570804,145.2369171142578,144.32341537475585,0.011729349927113693,-0.0033532451465609903,55.85448061294862,0.03041715051362215,1,AAPL
2021-08-30,149.6153564453125,149.97689795560206,145.20858752404757,145.58966053577964,90956700,0.03041715051362215,145.43233489990234,144.7053535461426,0.014759609511795656,0.013234201942044166,65.85144551707872,-0.008424720291045795,0,AAPL
2021-08-31,148.35488891601562,149.30268857096087,147.82724018566304,149.1658935130071,86453100,-0.008424720291045795,145.59258575439452,144.93451004028321,0.014905677040799077,0.010919812958873898,61.56635772590203,0.004478540997220337,1,AAPL
2021-09-01,149.01930236816406,151.43276949828842,148.8531951656688,149.33198527371385,80313700,0.004478540997220337,146.19351043701172,145.216886138916,0.011587168191634283,0.04201975031334326,62.935486060426044,0.007475019017258555,1,AAPL
2021-09-02,150.1332244873047,151.17874128646721,148.91183471793337,150.34819027947748,71115500,0.007475019017258555,146.8726028442383,145.5495933532715,0.011609733931996243,0.04737557617397603,65.1753443377148,0.004230454905011394,1,AAPL
2021-09-03,150.7683563232422,151.0908050119508,149.58604446464392,150.24070759279422,57808700,0.004230454905011394,147.46961975097656,145.94825592041016,0.011450375351645625,0.04123096552882588,66.42134774400206,0.015489200977050865,1,AAPL
2021-09-07,153.1036376953125,153.66058362239795,150.8562777588282,151.4230043452141,82278300,0.015489200977050865,148.15164337158203,146.46612548828125,0.011874315239680244,0.04662344556265685,70.58824972636182,-0.010083717036416862,0,AAPL
2021-09-08,151.55978393554688,153.4456022050819,150.45564303417842,153.38697789342345,74420200,-0.010083717036416862,148.68807678222657,146.9307403564453,0.012689152555476714,0.036692893744067145,64.8581011661589,-0.00670467475758163,0,AAPL
2021-09-09,150.5436248779297,152.53692642541913,150.42636132134103,151.93112186962642,57305700,-0.00670467475758163,149.24600677490236,147.33184432983398,0.012517701268525876,0.03848739976981985,61.329188560788104,-0.033101774402198525,0,AAPL
2021-09-10,145.56036376953125,151.92135699493102,145.2965393767227,151.45234744847278,140893200,-0.033101774402198525,149.38573608398437,147.33575286865235,0.017035556576707273,0.009692448171656931,47.63981992142832,0.003893308666626627,1,AAPL
2021-09-13,146.1270751953125,147.9542695218118,145.34538275990522,147.18235774668085,102404300,0.003893308666626627,149.4785614013672,147.3577392578125,0.016936359945112528,0.006392980059375164,49.03309687766819,-0.009562177912291081,0,AAPL
2021-09-14,144.7297821044922,147.61227358439965,143.5474852815467,146.9087519585389,109296300,-0.009562177912291081,148.99000396728516,147.21116943359374,0.013537104270046696,-0.032654230534190476,45.79726400729239,0.006143588025359081,1,AAPL
2021-09-15,145.6189422607422,146.01956159972383,143.01982179601146,145.1596986106003,83281300,0.006143588025359081,148.7164093017578,147.15449752807618,0.013699006089360298,-0.018441904242348706,48.142494571109665,-0.0016101377272370598,0,AAPL
2021-09-16,145.3844757080078,145.5603636061977,143.85041774982722,145.0424954824605,68034100,-0.0016101377272370598,148.3529266357422,147.27321853637696,0.01352441238890663,-0.0243916499567024,47.55814220659194,-0.018348291657032667,0,AAPL
2021-09-17,142.7169189453125,145.4137565229727,142.423782481279,145.4137565229727,129868800,-0.018348291657032667,147.61129608154297,147.24194946289063,0.013893277888618603,-0.04939816331340641,41.40105779435402,-0.021361055205677326,0,AAPL
2021-09-20,139.6683349609375,141.5248410433877,138.03656037257468,140.50865153615536,123478900,-0.021361055205677326,146.5012939453125,146.98545684814454,0.014360318113543971,-0.07362301767425672,35.7109464513812,0.0034279425221757087,1,AAPL
2021-09-21,140.14710998535156,141.29034368063373,139.51199340756355,140.63566578658538,75834000,0.0034279425221757087,145.2056411743164,146.67864227294922,0.01261280228119927,-0.08462586457772725,37.17139003601618,0.016872660030326614,1,AAPL
2021-09-22,142.5117645263672,143.07847626004042,140.41096517330857,141.14379903633161,76404300,0.016872660030326614,144.30083923339845,146.4944580078125,0.014954678714382705,-0.05969934222806428,43.944482689188455,0.0067193088906640774,1,AAPL
2021-09-23,143.46934509277344,143.71362307292674,142.30657952171666,143.29345719409983,64838200,0.0067193088906640774,143.59341125488282,146.4197090148926,0.01548112463819149,-0.04699156002715177,46.4615103334046,0.0006126090904170489,1,AAPL
2021-09-24,143.55723571777344,144.09465008430436,142.22836333396052,142.326080458617,53477900,0.0006126090904170489,143.39309844970703,146.3894172668457,0.011852750773707111,-0.01376149385645542,46.69808288964611,-0.010549982796861479,0,AAPL
2021-09-27,142.04270935058594,142.61921652920344,140.52819828937186,142.1404264749726,74150700,-0.010549982796861479,142.9846618652344,146.2316116333008,0.012025468639791329,-0.027950780779451234,43.15901615278897,-0.023801065452231707,0,AAPL
2021-09-28,138.6619415283203,141.43693551030117,138.44697573581755,139.9712677848058,108972300,-0.023801065452231707,142.37787780761718,145.68394088745117,0.013652558274538743,-0.04192530720312293,36.50783248632844,0.006482858752316023,1,AAPL
2021-09-29,139.5608673095703,141.14378350850296,138.77917495976774,139.2091064976362,74602000,0.006482858752316023,141.7720703125,145.2442398071289,0.013681480226235289,-0.041602245265072835,39.19124055639692,-0.009311783252194505,0,AAPL
2021-09-30,138.2613067626953,141.075393254431,138.04634099404652,140.37187163149707,89056700,-0.009311783252194505,141.05975341796875,144.70634002685546,0.013738925752941207,-0.048995389023644975,36.77167524547237,0.008127275594677075,1,AAPL
2021-10-01,139.38499450683594,139.64881887167329,135.9260252404235,138.65216064526572,94639600,0.008127275594677075,140.7265609741211,144.16892852783204,0.013412019081791389,-0.02334638712144088,40.20898053452996,-0.024605858845385242,0,AAPL
2021-10-04,135.95530700683594,138.95504676613083,135.10522468851968,138.5153346198599,98322000,-0.024605858845385242,140.35525817871093,143.42827606201172,0.01395332263423929,-0.026584608137127264,34.11328146809912,0.01415852606412571,1,AAPL
2021-10-05,137.88023376464844,138.9843747661612,136.17028827499877,136.29731756814027,80861100,0.01415852606412571,140.12857055664062,142.6671058654785,0.014852273864225565,-0.01617497657240352,39.64380975058191,0.006307243187036349,1,AAPL
2021-10-06,138.7498779296875,138.8964387383312,135.20295726507902,136.27778622694314,83221100,0.006307243187036349,139.75238189697265,142.02661056518554,0.013731236256469265,-0.026397024899538546,42.01201227077568,0.009084568627330203,1,AAPL
2021-10-07,140.01036071777344,140.9190825580318,139.45341467529775,139.78562915042673,61732700,0.009084568627330203,139.40648345947267,141.49994735717775,0.01392829257432222,-0.024109571091742832,45.35857560077171,-0.0027220755125565432,0,AAPL
2021-10-08,139.62924194335938,140.87994360098938,139.29702757701324,140.73338282452485,58773200,-0.0027220755125565432,139.01368408203126,141.20339126586913,0.013889357677521237,-0.027361865494096804,44.52192703665936,-0.000629675713728961,0,AAPL
2021-10-11,139.54132080078125,141.49554421911762,138.56420909161307,139.01368703802868,64452200,-0.000629675713728961,138.76354522705077,140.87410354614258,0.013616633479643592,-0.01761011572674831,44.318836505233826,-0.009103136365525177,0,AAPL
2021-10-12,138.27105712890625,139.97123668009885,137.81181348420836,139.95169027343047,73035900,-0.009103136365525177,138.72445678710938,140.5511672973633,0.011610321966969787,-0.0028189739383840395,41.38179372767885,-0.0042398075776242106,0,AAPL
2021-10-13,137.684814453125,138.16358964828814,136.0139468710265,138.00726310614547,78762700,-0.0042398075776242106,138.53685150146484,140.15446090698242,0.011415891984145828,-0.013442542258525148,40.0622449788174,0.020225611172483005,1,AAPL
2021-10-14,140.46957397460938,140.58683751822448,138.27107262847971,138.8573456179309,69907100,0.020225611172483005,138.75767822265624,139.9087158203125,0.012842789541487648,0.0159716934811287,48.46818884071804,0.007512426386194537,1,AAPL
2021-10-15,141.52484130859375,141.58346561937512,140.22528108462743,140.47933964406647,67940300,0.007512426386194537,138.97166290283204,139.84911193847657,0.01280981808485175,0.015352060021445624,51.25784222050575,0.011806396827936494,1,AAPL
2021-10-18,143.19573974609375,143.47909561279081,139.88333128324254,140.1666871499396,85589200,0.011806396827936494,139.69570617675782,140.02548217773438,0.009199939047278182,0.053255977266806864,55.37697756880085,0.015080330537368347,1,AAPL
2021-10-19,145.3551788330078,145.75579833978898,143.19576961659016,143.64523279676973,76378900,0.015080330537368347,140.44320068359374,140.2858856201172,0.009303266556721786,0.05421331879316771,60.073129810308785,0.003361013025723114,1,AAPL
2021-10-20,145.84371948242188,146.32250968957678,144.72981249251907,145.29653919398467,58418800,0.003361013025723114,141.1525848388672,140.4524833679199,0.009315600353399693,0.051126830946325086,61.07128413643662,0.001473841741600257,1,AAPL
2021-10-21,146.0586700439453,146.21501151275598,144.48551942420278,145.40400691653662,61421000,0.001473841741600257,141.75741577148438,140.58194961547852,0.009258949186662814,0.04319901252425007,61.52701751941737,-0.005284942145930116,0,AAPL
2021-10-22,145.28675842285156,146.74264548774926,145.23789985010384,146.26387023963363,58883400,-0.005284942145930116,142.3231674194336,140.6684257507324,0.009506357579417441,0.04051813503210999,58.86206229235529,-0.0003365011422029607,0,AAPL
2021-10-25,145.2378692626953,145.95115656405432,144.24121124480388,145.27694716693773,50720600,-0.0003365011422029607,142.892822265625,140.82818374633788,0.00949086351306026,0.04082338069629454,58.68867867230863,0.004575182419482182,1,AAPL
2021-10-26,145.90235900878906,147.3875583918874,145.59944178965912,145.91212476055014,60893400,0.004575182419482182,143.65595245361328,141.19020462036133,0.008294996043421298,0.05519088403850381,60.39621396205077,-0.0031477149260860093,0,AAPL
2021-10-27,145.44309997558594,146.30294823636,145.0913391249601,145.94142163499626,56094900,-0.0031477149260860093,144.43178100585936,141.48431625366212,0.008159813458676344,0.0563481568630233,58.59359130022311,0.024991399803540926,1,AAPL
2021-10-28,149.0779266357422,149.6641846605071,146.2931525621037,146.39086968766787,100077900,0.024991399803540926,145.29261627197266,142.02514724731446,0.009188093553687667,0.06128268505099066,66.99089008740957,-0.018155529837294293,0,AAPL
2021-10-29,146.371337890625,146.50813293434493,143.05892977311782,143.85038787675046,124953200,-0.018155529837294293,145.7772659301758,142.3744644165039,0.01190363492844909,0.0342448473159811,57.62022823926315,-0.005607452083858044,0,AAPL
2021-11-01,145.55056762695312,146.2736207539483,144.4171144592604,145.57987978563986,74588300,-0.005607452083858044,146.01274871826172,142.85422744750977,0.011816547234463537,0.016444818016477347,55.10304882023343,0.007115987940623958,1,AAPL
2021-11-02,146.5863037109375,148.10082985163274,145.2476505224247,145.25743118168475,69122000,0.007115987940623958,146.1358612060547,143.2895309448242,0.011058196883065308,0.008469769620964573,57.619111368148644,0.00979880666369648,1,AAPL
2021-11-03,148.02267456054688,148.49168405814817,146.3908996149076,146.9478455977698,54511500,0.00979880666369648,146.3537567138672,143.7531707763672,0.01139961045954412,0.014940342209166069,60.8922859722627,-0.003498572387842902,0,AAPL
2021-11-04,147.5048065185547,148.94114717338857,147.19212358039826,148.11061107430388,60394600,-0.003498572387842902,146.4983703613281,144.12789306640624,0.011510832402253276,0.0099010656072267,59.11945730882064,0.0035821296954807735,1,AAPL
2021-11-05,148.03318786621094,148.93344079375584,146.83937063089465,148.6300964838691,65463900,0.0035821296954807735,146.77301330566405,144.54809036254883,0.01130878983831791,0.018903508297473337,60.386696507431715,-0.005552747857728857,0,AAPL
2021-11-08,147.21119689941406,148.3169491501547,146.9372075697029,148.16037955280584,55020900,-0.005552747857728857,146.97034606933593,144.93158416748048,0.011542918063482238,0.013586867163064342,57.405440642701954,0.0024597743301388864,1,AAPL
2021-11-09,147.57330322265625,148.17999196283563,146.83939977322487,146.97639448653322,56787900,0.0024597743301388864,147.13744049072267,145.39669647216797,0.011497764991462057,0.01145248250418307,58.38023136617331,-0.01916348097331466,0,AAPL
2021-11-10,144.7452850341797,146.90785977516097,144.67679516407316,146.80022003816552,65187100,-0.01916348097331466,147.06765899658203,145.7497200012207,0.013165025512300865,-0.004797855254208616,48.95694589472735,-0.00033786536766133857,0,AAPL
